"NCESSCH","LEAID","TYPE07","STATUS07","ULOCAL07","FTE07","LEVEL07","FRELCH07","REDLCH07","TOTFRL07","MEMBER07","G0907","G1007","G1107","G1207","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12","ASIAN","HISP","BLACK","WHITE"
"062271003279","0622710","4","1","11",6,"3",21,0,21,52,7,17,17,11,0,0,4,1,2,0,0,14,1,2,0,0,10,4,3,0,0,8,2,1,0,36,8,8
"062271003292","0622710","4","1","11",4,"3",1,1,2,45,4,14,12,15,0,0,4,0,0,0,0,14,0,0,0,0,12,0,0,0,0,14,0,1,0,44,0,1
"062271003296","0622710","4","1","21",13,"3",67,2,69,103,39,34,18,10,0,0,39,0,0,0,0,34,0,0,0,0,18,0,0,0,0,10,0,0,0,101,0,0
"062271003301","0622710","1","1","11",137,"3",1348,195,1543,2385,754,558,597,476,5,45,587,61,56,1,46,404,37,70,2,42,436,38,79,2,45,339,32,58,178,1766,168,263
"062271003313","0622710","4","1","11",4,"3",62,4,66,69,6,36,21,6,0,0,4,2,0,0,0,23,13,0,0,0,17,4,0,0,0,5,1,0,0,49,20,0
"062271003314","0622710","4","1","11",5.2,"3",51,6,57,117,23,36,36,22,1,0,19,2,1,1,1,32,2,0,0,1,29,3,3,0,1,19,1,1,3,99,8,5
"062271003315","0622710","1","1","11",264,"3",3463,281,3744,4690,1884,1063,914,829,0,7,1862,11,4,2,4,1052,2,3,2,1,909,1,1,4,5,819,0,1,17,4642,14,9
"062271003322","0622710","4","1","21",5,"3",55,2,57,81,12,19,31,19,0,0,12,0,0,0,0,19,0,0,0,0,30,1,0,1,0,18,0,0,0,79,1,0
"062271003325","0622710","1","1","11",185.4,"3",1336,143,1479,3338,1034,817,717,770,1,2,1017,7,7,2,1,797,12,5,1,3,704,6,3,3,6,749,8,4,12,3267,33,19
"062271003330","0622710","1","1","11",164.2,"3",1429,198,1627,3542,1297,943,759,543,10,39,928,115,205,5,53,623,76,186,7,29,459,72,192,9,25,305,51,153,146,2315,314,736
"062271003364","0622710","1","1","21",162,"3",2224,321,2545,3327,1130,888,774,535,2,4,1117,3,4,0,3,874,7,4,0,2,764,2,6,0,2,529,3,1,11,3284,15,15
"062271003376","0622710","4","1","11",4,"3",58,1,59,81,18,16,18,29,0,0,13,1,4,0,1,9,0,6,0,1,11,3,3,0,2,14,2,11,4,47,6,24
"062271003385","0622710","1","1","11",186.6,"3",2103,350,2453,3605,1293,917,790,605,8,10,1224,26,25,3,17,859,17,21,2,9,728,27,24,2,4,551,23,25,40,3362,93,95
"062271003387","0622710","1","1","11",135.2,"3",994,222,1216,2965,937,713,776,539,3,70,338,149,377,5,64,215,138,291,4,74,263,125,310,3,66,156,69,245,274,972,481,1223
"062271003392","0622710","4","1","11",4.4,"3",11,1,12,56,9,18,14,15,0,0,8,0,1,0,0,10,7,1,0,1,11,0,2,0,3,8,1,3,4,37,8,7
"062271003395","0622710","1","1","11",52.5,"4",606,102,708,947,68,71,62,65,0,3,50,9,6,0,3,48,17,3,0,5,35,14,8,0,3,41,18,3,14,174,58,20
"062271003397","0622710","4","1","11",15,"3",134,5,139,209,90,52,45,17,0,0,71,18,1,0,0,41,11,0,0,0,35,10,0,0,1,12,3,1,1,159,42,2
"062271003398","0622710","4","1","11",6,"3",21,4,25,55,4,13,21,17,0,0,1,1,2,0,0,4,3,6,1,1,8,6,5,0,1,9,2,5,2,22,12,18
"062271003405","0622710","4","1","11",4,"3",33,0,33,67,36,20,10,1,0,1,11,24,0,2,1,5,12,0,0,0,4,5,1,0,0,1,0,0,2,21,41,1
"062271003413","0622710","1","1","11",116.2,"3",1293,227,1520,2297,795,547,571,384,0,72,527,134,62,2,63,330,101,51,3,83,325,103,57,0,47,180,94,63,265,1362,432,233
"062271003416","0622710","4","1","11",31.2,"4",233,96,329,550,61,50,36,27,0,6,21,5,29,0,4,19,3,24,0,4,12,5,15,0,4,7,3,13,18,59,16,81
"062271003424","0622710","1","1","11",154,"3",1710,247,1957,2932,1049,815,561,507,5,192,693,46,113,3,175,473,40,124,1,132,327,27,74,3,133,266,26,79,632,1759,139,390
"062271003429","0622710","1","1","11",139,"3",1359,201,1560,2757,943,705,654,455,3,68,670,96,106,0,60,477,59,109,1,62,436,59,96,3,67,258,50,77,257,1841,264,388
"062271003430","0622710","1","1","11",107,"3",1124,256,1380,2327,755,623,481,468,5,69,426,35,220,4,68,317,19,215,0,63,248,14,156,0,56,233,16,163,256,1224,84,754
"062271003435","0622710","4","1","11",5,"3",30,2,32,35,10,14,9,2,0,0,6,4,0,0,0,3,11,0,0,0,3,6,0,0,0,0,2,0,0,12,23,0
"062271003444","0622710","1","1","21",172,"3",1610,78,1688,2603,768,744,605,486,2,5,345,415,1,0,3,363,376,2,1,3,260,341,0,1,2,222,261,0,13,1190,1393,3
"062271003450","0622710","4","1","11",5,"3",24,5,29,64,3,19,22,20,0,0,2,0,1,0,2,10,1,6,0,2,9,3,8,1,4,10,0,5,8,31,4,20
"062271003452","0622710","4","1","21",10,"3",72,3,75,107,22,35,30,14,0,0,17,5,0,0,0,26,8,1,0,0,20,10,0,0,0,7,7,0,0,70,30,1
"062271003455","0622710","1","1","11",101,"3",592,96,688,1802,583,486,422,311,2,13,81,449,38,1,14,82,352,37,0,9,74,300,39,2,13,63,198,35,49,300,1299,149
"062271003466","0622710","1","1","11",174,"3",1935,211,2146,2835,968,748,644,475,3,33,912,13,7,2,31,704,11,0,3,32,593,9,7,2,31,433,7,2,127,2642,40,16
"062271003477","0622710","4","1","11",4.4,"3",39,4,43,60,3,32,17,8,0,0,1,2,0,0,0,5,27,0,0,0,2,15,0,0,0,1,7,0,0,9,51,0
"062271004593","0622710","1","1","11",129.8,"3",548,161,709,2680,764,702,648,566,5,69,214,157,319,1,68,155,119,359,3,71,145,113,316,3,49,117,98,299,257,631,487,1293
"062271007115","0622710","4","1","11",21,"3",111,7,118,136,80,24,16,6,0,2,58,19,1,0,0,13,11,0,0,0,7,8,1,0,0,3,3,0,2,81,41,2
"062271007118","0622710","4","1","11",106,"4",716,43,759,1940,317,496,493,426,2,16,191,63,45,1,18,319,94,64,3,17,284,101,88,0,11,238,100,77,62,1032,358,274
"062271007750","0622710","2","1","21",36,"4",317,25,342,373,16,28,32,155,0,0,13,3,0,0,0,17,11,0,0,0,16,16,0,0,3,91,60,1,3,137,90,1
"062271007751","0622710","1","1","11",249.2,"3",3012,205,3217,4178,1715,1118,831,514,2,99,1565,41,8,0,79,1003,32,4,1,53,759,13,5,1,43,461,8,1,274,3788,94,18
"062271007753","0622710","2","1","11",107,"4",230,14,244,332,28,32,24,35,0,0,19,4,5,0,2,23,1,6,0,2,15,5,2,0,2,19,7,7,6,76,17,20
"062271007756","0622710","2","1","11",20.1,"4",115,25,140,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062271007757","0622710","1","1","11",55,"3",614,93,707,1003,335,249,247,172,0,41,240,48,6,0,41,183,21,4,1,44,177,24,1,1,31,117,23,0,157,717,116,11
"062271007758","0622710","2","1","11",28,"4",125,8,133,230,17,18,19,58,1,0,11,2,3,0,3,10,2,3,0,4,11,1,3,0,2,37,7,12,9,69,12,21
"062271007759","0622710","2","1","11",36.5,"4",257,16,273,316,41,19,20,38,0,1,32,7,1,0,0,15,2,2,0,1,13,5,1,0,4,27,7,0,6,87,21,4
"062271007760","0622710","2","1","11",30.5,"4",79,16,95,155,12,11,12,42,0,0,5,3,4,0,0,4,4,3,0,1,6,3,2,1,2,21,15,3,3,36,25,12
"062271007762","0622710","2","1","21",44.5,"4",327,59,386,448,32,30,26,117,0,3,29,0,0,0,3,27,0,0,0,2,24,0,0,0,5,107,2,3,13,187,2,3
"062271007763","0622710","4","1","11",4.4,"3",46,0,46,51,1,15,17,18,0,0,1,0,0,0,0,14,0,1,0,0,17,0,0,0,0,18,0,0,0,50,0,1
"062271007766","0622710","2","1","11",30.5,"4",146,15,161,233,15,21,14,73,0,1,10,3,1,0,4,8,5,4,0,1,8,1,4,0,9,37,17,10,15,63,26,19
"062271007768","0622710","4","1","11",5,"3",41,8,49,78,13,26,32,7,0,1,6,5,1,0,1,20,5,0,0,3,19,9,1,0,0,4,2,1,5,49,21,3
"062271008886","0622710","2","1","11",24,"4",116,14,130,206,6,13,27,133,0,1,3,0,2,1,2,4,1,5,0,2,14,1,10,0,13,74,5,41,18,95,7,58
"062271008887","0622710","1","1","11",74.2,"4",465,164,629,1536,234,230,225,203,5,60,54,45,70,0,52,55,49,74,1,42,39,78,65,0,51,37,60,55,205,185,232,264
"062271008890","0622710","2","1","11",18,"4",82,21,103,133,2,3,2,9,0,0,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,4,0,5,0,9,1,6
"062271009150","0622710","1","1","21",82,"3",936,160,1096,1652,576,447,355,274,1,4,213,358,0,2,3,177,261,4,0,4,120,230,1,0,3,72,199,0,14,582,1048,5
"062271009151","0622710","1","1","11",76,"4",537,201,738,1709,216,210,194,193,1,44,66,15,90,1,29,82,15,83,0,31,69,13,81,2,29,60,14,88,133,277,57,342
"062271009570","0622710","4","1","11",95,"3",NA,NA,NA,3656,833,1431,852,540,0,12,634,130,57,1,30,1142,177,81,3,20,687,99,43,2,33,366,83,56,95,2829,489,237
"062271010240","0622710","1","1","11",87,"3",1205,265,1470,1719,525,451,414,329,1,70,374,7,73,1,78,303,5,64,2,67,283,11,51,0,65,221,3,40,280,1181,26,228
"062271010517","0622710","1","1","11",31.4,"4",344,19,363,366,32,60,14,19,0,5,25,2,0,0,1,55,4,0,0,0,12,2,0,0,0,13,6,0,6,105,14,0
"062271010518","0622710","1","1","11",26.8,"4",282,27,309,312,42,42,40,39,0,0,19,23,0,0,0,22,20,0,0,1,24,15,0,0,0,15,24,0,1,80,82,0
"062271010519","0622710","4","1","11",33,"3",128,5,133,221,64,50,28,33,0,2,51,8,3,0,3,28,12,7,0,1,18,6,3,0,0,16,13,4,6,113,39,17
"062271010524","0622710","1","1","11",25,"4",239,49,288,402,48,48,26,20,0,6,35,0,7,0,6,22,2,18,0,2,17,0,7,0,4,9,0,7,18,83,2,39
"062271010829","0622710","1","1","11",17.2,"3",96,33,129,315,97,80,65,73,0,14,37,4,42,0,8,24,3,45,0,4,17,4,40,0,12,26,5,30,38,104,16,157
"062271010832","0622710","1","1","11",13,"3",127,35,162,165,47,48,46,24,0,4,30,7,6,0,1,24,11,12,0,1,21,5,19,0,3,6,2,13,9,81,25,50
"062271010836","0622710","1","1","21",28,"3",324,61,385,523,140,136,127,120,0,2,68,69,1,0,1,70,64,1,0,1,60,66,0,0,1,40,79,0,5,238,278,2
"062271010840","0622710","1","1","11",30,"4",NA,NA,NA,319,36,28,0,0,0,0,12,23,1,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,20,43,1
"062271010842","0622710","4","1","11",13,"3",76,1,77,114,49,40,19,6,1,0,40,8,0,0,0,35,5,0,0,0,14,5,0,0,0,5,1,0,0,94,19,0
"062271010843","0622710","1","1","11",16,"3",189,27,216,330,101,90,63,76,0,0,62,39,0,0,1,58,31,0,0,0,41,22,0,0,1,59,16,0,2,220,108,0
"062271010844","0622710","1","1","11",16.4,"3",151,43,194,326,94,86,79,67,1,27,38,20,8,0,9,57,20,0,1,6,39,25,8,0,8,33,19,7,50,167,84,23
"062271010845","0622710","1","1","11",39.3,"4",NA,NA,NA,666,61,0,0,0,0,3,16,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,38
"062271010847","0622710","1","1","11",22.4,"3",352,35,387,432,112,114,95,111,0,5,105,2,0,0,10,102,2,0,0,4,87,3,1,0,10,100,1,0,29,394,8,1
"062271010848","0622710","1","1","11",27.8,"3",333,66,399,502,149,138,119,96,0,4,125,17,3,0,3,115,14,6,0,7,105,6,1,0,5,67,19,5,19,412,56,15
"062271010851","0622710","1","1","11",29,"3",396,71,467,503,126,109,118,150,0,1,113,11,1,0,1,95,13,0,0,0,96,22,0,0,0,129,21,0,2,433,67,1
"062271010861","0622710","1","1","11",39,"3",616,83,699,787,243,226,187,131,0,2,216,23,2,1,5,201,17,2,1,5,156,21,4,0,1,113,17,0,13,686,78,8
"062271010862","0622710","1","1","11",49,"3",447,100,547,962,322,230,234,176,1,28,218,23,52,0,35,131,14,50,0,36,131,14,53,1,26,82,12,55,125,562,63,210
"062271010863","0622710","1","1","21",38,"4",545,87,632,700,150,104,72,0,0,0,148,2,0,0,1,103,0,0,0,0,72,0,0,0,0,0,0,0,1,323,2,0
"062271010864","0622710","1","1","11",20,"3",0,0,0,365,224,115,25,1,0,62,97,26,39,0,16,57,19,23,0,10,11,1,3,0,1,0,0,0,89,165,46,65
"062271010865","0622710","1","1","11",12.2,"3",40,18,58,275,125,73,77,0,0,124,0,0,1,0,26,6,13,28,0,14,9,14,40,0,0,0,0,0,164,15,27,69
"062271010867","0622710","1","1","21",23,"3",340,11,351,395,162,107,126,0,0,0,131,31,0,0,0,70,37,0,0,0,77,49,0,0,0,0,0,0,0,278,117,0
"062271010888","0622710","1","1","21",128,"3",1979,227,2206,2734,931,707,639,457,1,0,922,6,2,0,0,701,4,2,2,1,634,1,1,1,1,453,1,1,2,2710,12,6
"062271010889","0622710","1","1","21",69,"3",971,165,1136,1337,531,509,223,74,2,0,526,1,2,1,1,505,1,1,0,0,222,0,1,0,0,74,0,0,1,1327,2,4
"062271010890","0622710","1","1","11",19,"3",202,48,250,286,134,77,69,6,0,3,123,5,3,0,0,76,0,1,1,1,63,2,2,0,0,6,0,0,4,268,7,6
"062271010892","0622710","1","1","11",19,"3",180,75,255,354,154,49,59,92,1,2,146,3,2,0,1,46,2,0,0,0,58,0,1,0,0,87,4,1,3,337,9,4
"062271010894","0622710","1","1","21",6.8,"3",NA,NA,NA,137,62,37,31,7,0,0,17,45,0,0,0,13,24,0,0,0,10,21,0,0,0,2,5,0,0,42,95,0
"062271010895","0622710","1","1","11",9,"4",142,23,165,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062271010897","0622710","1","1","11",6,"3",121,0,121,132,22,46,64,0,0,0,20,1,1,0,1,39,1,5,0,3,55,4,2,0,0,0,0,0,4,114,6,8
"062271011307","0622710","4","1","11",12,"3",63,7,70,114,66,25,9,2,0,1,37,22,6,1,2,17,5,0,0,0,6,3,0,0,0,2,0,0,3,62,30,6
"062271011312","0622710","1","1","11",14,"3",NA,NA,NA,225,59,56,49,61,0,0,2,57,0,0,0,9,47,0,0,0,3,46,0,0,0,5,56,0,0,19,206,0
"062271011313","0622710","1","1","11",27,"3",439,43,482,523,143,131,125,124,1,2,140,0,0,0,3,128,0,0,0,1,124,0,0,0,1,122,1,0,7,514,1,0
"062271011314","0622710","1","1","11",11,"4",217,68,285,288,46,31,19,8,0,2,26,4,14,0,1,16,1,13,0,0,6,5,8,0,0,4,0,4,3,52,10,39
"062271011315","0622710","4","1","11",13.8,"3",29,1,30,92,39,24,14,7,0,0,28,10,1,0,0,14,7,3,0,0,7,4,3,0,0,5,0,2,0,54,21,9
"062271011337","0622710","1","1","11",23,"3",253,21,274,318,88,71,85,74,0,2,84,2,0,0,0,70,1,0,0,0,85,0,0,0,0,73,1,0,2,312,4,0
"062271011339","0622710","1","1","11",14,"4",NA,NA,NA,240,48,29,31,5,0,2,35,6,5,1,1,18,5,4,0,0,12,6,13,0,0,1,1,3,3,66,18,25
"062271011358","0622710","1","1","11",18,"3",89,46,135,391,129,97,88,77,0,1,4,124,0,1,2,1,93,0,0,1,1,85,1,0,0,3,74,0,4,9,376,1
"062271011365","0622710","1","1","11",17,"3",237,37,274,331,122,76,73,60,0,2,94,24,2,1,0,55,20,0,0,0,60,12,1,0,1,44,15,0,3,253,71,3
"062271011626","0622710","1","1","11",189.8,"3",2653,87,2740,3391,938,953,1051,449,2,2,856,78,0,3,1,870,77,2,2,1,962,85,1,0,1,422,26,0,5,3110,266,3
"062271011627","0622710","4","1","11",8.2,"3",86,5,91,122,23,34,34,31,0,0,17,4,2,0,1,32,0,1,0,0,31,2,1,0,1,25,4,1,2,105,10,5
"062271011628","0622710","1","1","11",12,"4",164,15,179,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062271011629","0622710","4","1","11",8,"3",91,6,97,124,15,34,37,38,0,0,14,1,0,0,0,28,6,0,0,0,32,5,0,0,0,33,5,0,0,107,17,0
"062271011631","0622710","1","1","11",17.6,"3",85,5,90,127,68,39,16,4,0,3,55,8,2,0,1,33,5,0,0,1,11,4,0,0,0,2,2,0,5,101,19,2
"062271011632","0622710","1","3","11",9,"3",115,3,118,136,136,0,0,0,0,0,128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,8,0
"062271011633","0622710","1","1","11",15.4,"3",244,8,252,268,128,140,0,0,0,0,121,7,0,0,6,123,11,0,0,0,0,0,0,0,0,0,0,0,6,244,18,0
"062271011635","0622710","1","1","11",15,"3",249,14,263,290,149,141,0,0,0,0,146,3,0,0,0,134,7,0,0,0,0,0,0,0,0,0,0,0,0,280,10,0
"062271011636","0622710","1","1","11",16,"3",250,15,265,279,143,136,0,0,0,0,122,20,1,0,0,113,23,0,0,0,0,0,0,0,0,0,0,0,0,235,43,1
"062271011637","0622710","1","1","11",16,"3",240,14,254,270,156,114,0,0,0,0,136,20,0,0,0,109,5,0,0,0,0,0,0,0,0,0,0,0,0,245,25,0
"062271011638","0622710","1","1","11",9,"3",NA,NA,NA,113,40,41,32,0,1,0,32,7,0,0,0,36,4,1,0,0,27,5,0,0,0,0,0,0,0,95,16,1
"062271011639","0622710","1","3","11",9,"3",101,9,110,124,124,0,0,0,0,11,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,75,38,0
"062271011640","0622710","1","3","11",9,"3",125,9,134,139,139,0,0,0,0,0,109,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,30,0
"062271011641","0622710","1","1","11",12,"3",199,27,226,252,121,131,0,0,0,0,104,17,0,0,0,98,33,0,0,0,0,0,0,0,0,0,0,0,0,202,50,0
"062271011642","0622710","1","1","11",18.8,"3",211,43,254,299,143,156,0,0,0,0,143,0,0,0,2,153,0,1,0,0,0,0,0,0,0,0,0,0,2,296,0,1
"062271011650","0622710","1","1","11",70,"3",1032,70,1102,1316,568,369,229,150,1,19,534,11,3,1,20,338,7,3,0,14,212,3,0,0,11,138,1,0,64,1222,22,6
"062271011655","0622710","1","1","21",16.6,"4",339,50,389,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062271011665","0622710","1","1","11",8,"3",69,20,89,99,66,30,2,0,0,0,62,4,0,0,0,29,1,0,0,0,2,0,0,0,0,0,0,0,0,93,5,0
"062271011666","0622710","1","3","11",7,"3",44,15,59,82,82,0,0,0,0,2,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,79,0
"062271011667","0622710","1","1","11",10,"3",44,26,70,175,96,79,0,0,0,1,2,93,0,0,2,2,75,0,0,0,0,0,0,0,0,0,0,0,3,4,168,0
"062271011844","0622710","1","1","11",9,"3",104,4,108,120,120,0,0,0,0,0,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,51,0
"062271011868","0622710","1","1","11",7,"3",23,5,28,32,32,0,0,0,1,1,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25,0
"062271011871","0622710","1","1","11",26.2,"3",203,29,232,304,97,119,88,0,0,2,95,0,0,0,5,111,1,2,0,3,84,1,0,0,0,0,0,0,10,290,2,2
"062271011876","0622710","1","1","11",5,"3",4,0,4,30,18,12,0,0,0,0,11,0,7,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,1,17,0,12
"062271011888","0622710","1","1","11",17,"3",236,14,250,297,109,112,76,0,0,8,100,1,0,0,6,99,5,2,0,5,70,1,0,0,0,0,0,0,19,269,7,2
"062271011889","0622710","1","1","11",17,"3",NA,NA,NA,338,93,98,82,65,1,0,89,0,3,0,0,95,2,1,0,1,79,2,0,0,1,62,2,0,2,325,6,4
"062271012017","0622710","1","1","11",16.6,"3",150,4,154,222,0,79,102,41,0,0,0,0,0,0,0,67,12,0,0,1,78,23,0,0,0,33,8,0,1,178,43,0
"062271012035","0622710","1","1","11",15.8,"3",249,15,264,286,142,96,48,0,0,0,136,6,0,0,1,91,4,0,0,0,48,0,0,0,0,0,0,0,1,275,10,0
"062271012158","0622710","3","3","11",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062805004244","0628050","2","1","11",4.3,"4",23,2,25,29,8,7,5,3,0,0,0,8,0,0,0,0,7,0,0,0,0,5,0,0,0,0,2,1,0,0,22,1
"062805004255","0628050","4","1","11",12,"3",129,11,140,263,57,76,46,84,0,3,16,36,2,0,5,19,52,0,1,8,10,26,1,0,9,21,53,1,25,66,167,4
"062805004304","0628050","1","1","11",93,"3",1124,141,1265,1785,500,490,430,365,1,241,102,147,9,1,250,96,136,7,0,238,76,110,6,1,224,39,97,4,953,313,490,26
"062805004305","0628050","1","1","11",90.4,"3",733,86,819,1659,581,441,332,305,2,90,89,353,47,1,78,70,263,29,0,74,39,180,39,0,83,40,152,30,325,238,948,145
"062805004315","0628050","1","1","11",113.8,"3",814,239,1053,1986,560,524,466,436,4,124,143,227,62,5,108,136,227,48,3,105,113,190,55,6,123,73,174,60,460,465,818,225
"062805005632","0628050","1","1","11",22.3,"4",80,39,119,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062805005701","0628050","4","1","11",7,"4",106,17,123,191,40,49,45,37,0,2,4,30,4,0,4,11,32,2,1,5,7,29,3,2,1,11,20,3,12,33,111,12
"062805007326","0628050","4","1","11",7.1,"3",89,10,99,143,22,33,47,41,0,0,7,15,0,1,1,7,23,1,0,1,14,32,0,0,1,12,28,0,3,40,98,1
"062805007804","0628050","4","1","11",8,"3",82,7,89,141,38,37,41,25,4,1,23,10,0,1,3,16,17,0,1,3,14,22,1,2,2,14,7,0,9,67,56,1
"062805008676","0628050","1","1","11",16.1,"3",160,25,185,237,58,61,61,57,1,5,46,6,0,0,10,46,4,1,0,6,48,6,1,0,10,36,11,0,31,176,27,2
"062805010408","0628050","1","1","11",29.6,"4",318,21,339,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062805010459","0628050","1","1","11",29.2,"4",328,80,408,506,90,129,55,54,0,0,85,5,0,0,1,100,28,0,0,1,44,10,0,0,0,37,17,0,2,266,60,0
"062805010461","0628050","1","1","11",37,"4",82,23,105,237,24,44,32,42,0,5,2,14,3,0,1,8,32,3,0,0,5,19,8,0,4,4,23,11,10,19,88,25
"062805010465","0628050","4","1","11",13,"3",199,8,207,258,137,90,29,2,0,6,59,70,2,0,4,25,59,2,0,2,6,21,0,0,0,1,1,0,12,91,151,4
"062805010548","0628050","1","1","11",18,"3",189,26,215,260,110,82,68,0,0,5,80,25,0,0,1,45,35,1,0,2,34,31,1,0,0,0,0,0,8,159,91,2
"062805010549","0628050","1","1","11",25.7,"3",249,32,281,408,110,111,103,84,0,10,51,49,0,0,4,66,41,0,0,4,68,31,0,0,1,55,28,0,19,240,149,0
"062805010550","0628050","1","1","11",23.2,"3",202,28,230,324,103,86,74,61,1,7,29,65,1,0,1,23,61,1,0,4,30,40,0,1,4,23,31,2,16,105,197,4
"062805010717","0628050","1","1","11",0.5,"3",7,8,15,18,1,12,4,1,0,0,0,1,0,0,0,1,11,0,0,0,1,3,0,0,0,0,1,0,0,2,16,0
"062805010718","0628050","4","1","11",3,"3",12,2,14,17,13,2,2,0,0,1,1,11,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,2,13,0
"062805010720","0628050","1","1","11",19.7,"4",150,21,171,222,37,0,0,0,0,0,2,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,7
"062805010721","0628050","1","1","11",9.9,"3",106,32,138,141,12,37,32,60,0,2,6,4,0,0,2,17,16,2,1,0,10,21,0,0,3,27,29,1,7,60,70,3
"062805010723","0628050","1","1","11",21.5,"3",249,25,274,377,127,103,86,61,0,3,45,77,2,0,5,38,59,1,0,3,30,53,0,0,3,25,33,0,14,138,222,3
"062805010724","0628050","1","1","11",8,"4",193,52,245,381,25,0,0,0,0,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,13,0
"062805010725","0628050","1","1","11",7.3,"4",90,26,116,213,21,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0
"062805010726","0628050","1","1","11",8.3,"3",105,3,108,145,65,54,26,0,0,2,50,10,3,0,2,47,5,0,0,2,20,4,0,0,0,0,0,0,6,117,19,3
"062805010729","0628050","1","1","11",51.8,"4",312,76,388,518,74,75,58,46,0,11,34,28,1,0,20,28,25,2,0,12,26,18,2,0,17,15,13,1,60,103,84,6
"062805011289","0628050","1","1","11",22.3,"3",243,47,290,366,109,109,91,57,0,10,70,29,0,0,27,66,16,0,0,16,55,20,0,0,8,35,14,0,61,226,79,0
"062805011290","0628050","1","1","11",16,"3",156,28,184,234,76,59,48,51,0,0,39,36,1,0,0,27,32,0,0,0,27,21,0,0,1,19,30,1,1,112,119,2
"062805011304","0628050","1","1","11",21.1,"3",222,17,239,328,99,110,66,53,0,9,47,42,1,1,16,46,45,2,0,7,20,38,1,0,8,18,27,0,40,131,152,4
"062805011348","0628050","1","1","11",21.3,"3",179,14,193,356,146,90,59,61,3,22,75,46,0,0,23,40,26,1,0,9,34,16,0,0,10,28,21,2,64,177,109,3
"062805011349","0628050","1","1","11",20.7,"3",225,34,259,349,121,99,70,59,0,14,77,30,0,1,9,69,19,1,1,13,37,17,2,0,13,36,9,1,49,219,75,4
"062805011350","0628050","1","1","11",10,"3",66,8,74,131,32,32,34,33,1,3,14,12,2,0,3,19,9,1,0,2,14,14,4,0,8,15,7,3,16,62,42,10
"062805011351","0628050","1","1","11",11.8,"3",164,44,208,215,49,51,49,66,0,0,47,2,0,0,0,48,3,0,0,0,45,4,0,1,1,52,11,1,1,192,20,1
"062805011554","0628050","1","1","11",14.1,"3",137,7,144,203,63,54,51,35,0,2,3,57,1,0,4,8,42,0,0,9,2,40,0,0,5,4,26,0,20,17,165,1
"062805011555","0628050","1","1","11",21.9,"3",158,11,169,285,84,73,69,59,0,5,6,73,0,0,3,8,61,1,0,9,5,55,0,0,3,2,53,1,20,21,242,2
"062805011560","0628050","4","1","11",14.1,"4",89,13,102,197,45,48,41,38,1,1,8,35,0,1,2,9,34,2,0,2,13,24,2,1,1,7,27,2,6,37,120,6
"062805011562","0628050","1","1","11",7,"3",79,9,88,112,48,63,0,1,0,2,28,17,1,0,1,37,22,3,0,0,0,0,0,0,0,1,0,0,3,66,39,4
"062805011563","0628050","1","1","11",5.2,"3",57,35,92,100,34,43,18,5,0,17,9,8,0,7,12,18,5,1,2,7,9,0,0,1,2,1,0,1,38,37,13,2
"062805011920","0628050","1","1","11",13,"4",169,14,183,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"062805012041","0628050","1","1","11",2.7,"3",18,9,27,30,30,0,0,0,0,3,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,5,0
